Age,Hf
1344,5.7
1343,1.9
1343,-1.6
1343,2.1
1342,-3.3
1342,5.1
1342,-4.3
1342,9.2
1340,1.1
1340,-0.7
1339,6.7
1339,-7.7
1339,-0.4
1338,9.2
1338,8.5
1338,2.5
1337,0.6
1337,2.3
1336,-1.3
1334,-2.8
1334,5.8
1334,4.1
1334,-7.3
1333,4.3
1332,0.2
1331,4.8
1331,-8.1
1331,-13.3
1330,0.4
1330,-7.0
1329,7.5
1329,-16.2
1328,6.9
1328,8.2
1328,0.5
1327,5.6
1327,-9.6
1326,9.2
1326,1.3
1326,6.5
1325,11.2
1324,2.9
1322,1.1
1321,8.4
1321,0.6
1320,13.4
1319,10.1
1319,-5.4
1319,4.7
1318,3.2
1318,2.8
1315,-3.3
1312,-10.8
1312,7.0
1312,5.0
1311,-7.6
1309,7.2
1308,2.7
1308,7.3
1308,0.5
1308,0.8
1307,6.4
1307,6.7
1306,-5.9
1306,-3.8
1306,6.3
1305,3.3
1304,-5.4
1304,10.9
1303,3.1
1303,7.6
1303,8.3
1302,6.7
1300,-1.3
1299,-1.9
1298,-4.5
1296,3.2
1294,5.8
1293,4.6
1293,2.8
1293,12.8
1289,8.8
1288,4.1
1286,1.2
1284,-1.0
1283,3.2
1282,-2.7
1281,21.7
1281,2.9
1278,0.9
1277,4.2
1276,0.7
1276,5.5
1275,7.0
1275,0.9
1272,7.6
1272,-6.6
1272,7.0
1271,-1.8
1270,8.3
1269,-1.4
1269,5.2
1269,5.1
1268,-7.3
1268,-0.6
1267,0.3
1267,11.5
1265,-0.1
1265,10.5
1264,9.2
1263,5.5
1263,5.1
1262,1.7
1262,8.9
1261,3.9
1261,2.1
1261,4.4
1260,-0.6
1258,-3.1
1258,1.6
1258,5.8
1257,3.7
1257,2.6
1256,0.0
1255,4.3
1255,5.2
1254,4.0
1254,8.0
1253,-0.9
1252,5.1
1252,7.0
1252,-2.4
1252,4.4
1251,-3.0
1251,2.2
1251,5.9
1250,5.6
1250,-2.3
1250,6.2
1249,1.8
1248,-0.7
1248,7.0
1247,-7.4
1247,5.2
1246,-2.8
1245,6.1
1243,-0.2
1242,8.9
1242,7.2
1241,-6.2
1241,-5.9
1241,-3.9
1241,5.3
1241,0.8
1241,5.1
1240,-4.5
1240,2.9
1239,3.5
1238,2.1
1237,17.4
1237,-1.3
1237,7.9
1237,6.4
1236,5.1
1236,4.8
1236,3.5
1236,6.8
1234,-20.3
1234,4.8
1233,7.9
1232,5.4
1230,3.8
1230,-0.7
1230,3.5
1229,2.1
1229,0.9
1229,4.8
1228,3.6
1228,10.8
1228,0.1
1227,10.4
1227,4.3
1226,3.3
1226,-0.8
1226,4.6
1225,1.1
1225,4.1
1225,6.1
1224,-6.4
1223,9.0
1223,0.5
1222,1.6
1222,-2.1
1221,4.8
1221,3.8
1220,4.2
1220,0.5
1220,-6.5
1220,-0.8
1219,3.2
1219,5.9
1218,1.1
1218,4.2
1218,-0.1
1218,4.8
1218,5.2
1218,6.4
1218,5.0
1217,1.7
1215,3.7
1215,-1.0
1215,6.7
1215,5.9
1214,4.0
1214,3.9
1214,-6.6
1214,-2.3
1213,1.3
1212,-12.3
1212,8.0
1212,-7.7
1212,0.0
1211,10.8
1211,-1.6
1211,5.0
1211,3.5
1210,2.3
1210,0.9
1210,4.1
1210,5.9
1209,-9.0
1209,-2.6
1209,-2.0
1209,1.6
1209,3.5
1209,9.7
1208,4.8
1208,3.0
1208,2.0
1208,0.0
1208,-2.1
1208,7.4
1207,4.1
1207,4.0
1207,1.6
1206,-25.9
1206,3.6
1206,3.5
1206,4.9
1206,7.6
1206,8.3
1205,4.4
1205,5.9
1205,2.6
1205,4.7
1205,3.6
1204,4.0
1204,1.6
1204,2.3
1204,5.6
1204,3.2
1204,7.8
1204,7.5
1202,6.9
1202,1.4
1201,-9.8
1201,1.2
1201,4.2
1201,3.7
1201,-0.5
1200,2.7
1200,-3.2
1200,-3.4
1200,-0.4
1199,2.1
1199,5.6
1199,-0.4
1199,3.5
1199,4.0
1198,1.7
1198,0.9
1198,0.5
1198,2.8
1197,1.4
1197,6.2
1196,-25.8
1196,2.8
1196,3.3
1196,1.1
1196,3.3
1196,-7.8
1196,5.4
1196,4.6
1196,2.6
1196,1.7
1195,-15.8
1195,3.2
1195,4.3
1195,5.1
1195,5.4
1194,3.4
1194,-0.4
1194,4.6
1194,2.8
1194,6.6
1194,4.6
1193,-0.7
1193,4.6
1193,-3.6
1193,1.2
1193,0.4
1193,2.0
1193,1.6
1193,4.1
1192,-7.3
1192,-10.7
1192,2.9
1192,1.9
1192,2.2
1192,-2.7
1191,3.6
1191,3.5
1191,4.6
1191,4.5
1190,9.6
1190,3.6
1190,2.5
1190,9.2
1189,-12.4
1189,0.0
1188,-4.9
1188,-0.7
1188,0.5
1188,2.0
1188,-0.5
1188,3.4
1188,4.4
1188,-0.3
1187,4.3
1187,2.4
1187,3.9
1187,4.9
1186,3.4
1186,3.7
1186,-1.9
1186,6.4
1186,4.5
1186,3.5
1185,-2.5
1185,6.1
1185,3.0
1185,3.5
1185,3.6
1184,-2.8
1184,0.3
1184,0.7
1184,4.1
1184,1.3
1184,3.9
1184,2.6
1184,3.8
1184,-2.6
1184,1.7
1184,-3.0
1183,1.0
1183,-0.8
1183,6.7
1182,-5.8
1182,-7.3
1182,-1.1
1182,0.9
1181,3.9
1181,3.3
1181,4.9
1181,1.7
1180,1.8
1180,0.5
1180,-0.4
1180,1.1
1180,4.2
1180,5.1
1180,3.8
1180,3.6
1179,-7.1
1179,-11.5
1179,-0.9
1179,0.5
1179,2.4
1179,9.7
1179,-5.0
1178,-3.0
1178,1.2
1178,5.3
1178,3.7
1178,3.9
1178,-4.5
1177,-17.7
1177,0.7
1177,0.1
1177,-28.8
1177,4.0
1177,1.5
1177,2.4
1177,1.7
1177,4.0
1177,5.7
1176,4.1
1176,4.1
1176,2.3
1176,3.4
1176,5.1
1176,-0.4
1175,-10.9
1175,5.3
1174,1.2
1174,1.6
1174,3.3
1174,-7.3
1174,6.2
1174,3.4
1173,3.2
1173,-4.4
1173,0.4
1173,3.9
1173,5.2
1173,-1.8
1173,4.2
1173,-6.2
1172,-13.6
1172,-14.0
1172,2.9
1172,-5.7
1172,6.2
1172,3.1
1172,1.1
1171,0.6
1171,2.3
1171,2.1
1171,3.5
1170,-1.3
1170,1.8
1170,-10.8
1170,5.6
1170,6.2
1170,3.9
1169,1.9
1169,2.5
1169,-3.4
1169,0.4
1169,1.2
1168,2.7
1168,7.5
1168,4.2
1168,6.1
1168,1.8
1167,4.3
1167,2.3
1167,-3.1
1167,-3.6
1167,3.4
1167,8.1
1167,4.0
1167,4.5
1166,-12.9
1166,-5.7
1166,-0.5
1166,-15.9
1166,2.8
1166,0.0
1166,1.5
1166,-3.0
1165,-7.2
1165,4.7
1164,2.6
1164,0.2
1164,4.0
1164,2.4
1163,1.5
1163,3.0
1163,3.0
1163,5.2
1163,3.1
1162,0.9
1162,-5.6
1162,0.4
1162,2.4
1161,1.5
1161,3.1
1161,-1.3
1161,-1.4
1161,-2.6
1161,-2.5
1161,-3.0
1160,3.1
1160,5.9
1160,-0.1
1160,3.7
1159,4.4
1159,2.8
1158,6.4
1157,-12.9
1157,-5.9
1157,5.9
1157,-6.1
1157,4.6
1157,-41.1
1157,3.9
1157,-3.0
1157,6.5
1156,1.8
1156,1.7
1156,0.7
1156,7.0
1156,3.5
1156,6.1
1156,0.0
1155,17.2
1155,2.3
1155,-1.8
1154,0.0
1154,4.3
1154,-7.1
1154,3.3
1154,-0.4
1154,-1.1
1154,0.1
1154,7.0
1154,3.1
1153,1.7
1153,2.5
1153,4.0
1153,5.0
1152,-8.9
1152,-4.1
1152,3.6
1152,0.6
1152,7.3
1152,-2.6
1151,-0.9
1151,2.0
1150,-6.4
1150,0.8
1150,1.7
1149,-0.7
1148,0.7
1148,5.4
1147,1.2
1147,2.5
1146,3.6
1146,1.8
1146,2.7
1146,-5.1
1145,2.7
1145,1.8
1145,2.8
1145,7.6
1144,-2.6
1144,0.2
1143,0.8
1143,2.1
1143,0.9
1143,3.0
1143,1.5
1143,4.2
1143,-0.3
1143,3.0
1142,-0.5
1141,0.4
1141,-1.4
1141,7.0
1140,-0.6
1140,3.8
1139,1.8
1139,6.8
1139,0.0
1139,3.8
1139,-4.2
1139,2.0
1139,2.5
1138,-3.0
1138,7.7
1137,-0.7
1136,-0.4
1136,4.7
1136,6.8
1135,1.8
1135,0.5
1135,2.3
1135,5.7
1134,5.0
1134,0.9
1133,-2.6
1133,7.4
1132,1.6
1132,5.3
1132,-3.0
1131,-3.3
1131,2.7
1131,-2.2
1131,2.6
1131,-1.5
1130,0.7
1130,5.8
1129,1.4
1129,0.1
1129,5.6
1129,-1.8
1129,2.5
1128,1.8
1128,-9.2
1128,2.4
1128,0.7
1128,5.0
1127,0.8
1127,0.2
1127,-6.2
1127,7.6
1126,4.1
1126,1.0
1126,-0.1
1126,4.5
1125,-2.3
1125,-0.8
1124,4.4
1124,5.6
1123,2.3
1123,2.3
1123,-1.8
1122,2.5
1121,3.4
1121,0.9
1119,1.1
1118,-2.4
1117,1.3
1117,-2.1
1116,-6.2
1116,-1.2
1114,4.3
1113,-5.3
1113,5.8
1113,-4.4
1112,2.2
1112,1.0
1112,-2.5
1112,3.1
1111,-1.6
1111,-3.4
1111,2.8
1110,-4.9
1109,3.7
1108,7.4
1107,2.8
1107,2.5
1107,0.6
1107,8.1
1107,3.1
1106,7.0
1105,10.1
1105,-3.2
1105,3.4
1104,0.0
1104,15.1
1104,1.2
1102,-10.7
1102,4.6
1101,-0.2
1101,0.5
1100,1.7
1100,9.6
1098,-1.7
1098,-2.1
1098,5.2
1097,1.5
1097,2.7
1097,3.1
1096,-1.5
1096,2.4
1096,4.3
1096,1.5
1095,-5.2
1095,-0.5
1095,4.1
1095,5.9
1094,4.4
1093,-2.7
1092,-8.9
1092,-8.6
1092,-8.1
1092,-8.1
1092,-8.0
1092,-7.9
1092,-7.6
1092,-7.0
1092,10.5
1092,1.2
1092,8.2
1092,4.3
1091,1.7
1090,4.0
1089,1.2
1089,8.9
1089,6.7
1089,18.8
1088,15.0
1088,2.6
1088,2.3
1088,5.4
1088,7.8
1088,5.9
1087,8.1
1087,6.0
1087,3.3
1086,2.3
1085,6.3
1083,1.7
1083,2.0
1083,7.6
1083,3.5
1082,1.6
1082,0.0
1082,1.8
1081,3.2
1081,1.1
1081,1.5
1080,4.6
1078,-3.1
1078,4.2
1078,6.0
1078,6.2
1078,4.6
1078,-0.2
1077,6.5
1076,-21.3
1076,-20.7
1076,-19.9
1076,-9.2
1076,-9.2
1076,-8.4
1076,-7.8
1076,-7.7
1076,-7.6
1076,-7.4
1076,-7.4
1076,-2.0
1076,-0.2
1076,0.3
1076,2.1
1076,0.4
1076,4.8
1076,10.1
1074,0.9
1074,5.5
1074,3.5
1073,1.6
1073,-12.3
1073,-0.5
1073,1.2
1072,-4.5
1071,2.7
1071,-2.9
1071,-8.6
1070,6.9
1070,2.1
1070,-4.9
1070,-4.0
1070,2.1
1070,-2.2
1069,0.8
1069,3.0
1069,-3.8
1068,7.3
1067,2.4
1067,3.0
1066,8.8
1066,3.0
1066,3.6
1064,2.2
1064,-1.3
1064,-1.4
1063,8.6
1063,4.3
1063,5.1
1062,4.1
1062,4.0
1062,2.6
1061,-1.9
1061,5.8
1060,-17.1
1060,4.5
1060,2.3
1059,-30.0
1059,-2.4
1059,3.3
1058,-5.9
1058,6.9
1058,4.7
1057,3.5
1057,2.6
1057,6.9
1056,3.4
1056,3.8
1055,-5.1
1055,-4.6
1055,0.8
1055,-2.9
1055,5.3
1054,1.4
1054,1.9
1054,5.5
1054,3.6
1053,5.3
1052,5.4
1052,5.9
1051,4.2
1051,4.2
1050,-7.1
1050,-2.9
1050,1.1
1050,4.5
1050,5.8
1050,3.3
1050,4.2
1050,6.2
1049,3.8
1048,-1.7
1048,9.7
1047,4.3
1047,-6.0
1046,3.7
1046,-1.7
1046,5.9
1046,7.3
1045,3.0
1045,2.4
1045,4.4
1045,5.3
1044,-3.4
1044,0.6
1043,5.1
1043,-13.9
1042,6.0
1042,-3.0
1042,0.1
1042,6.5
1041,-8.6
1041,-8.2
1041,-6.1
1041,-6.1
1041,-6.0
1041,-5.9
1041,-5.5
1041,-5.3
1041,-5.2
1041,-4.6
1041,-4.4
1041,-4.2
1041,2.1
1041,4.4
1041,3.1
1041,-6.1
1040,-0.2
1040,3.6
1040,-3.5
1040,0.0
1038,-1.1
1038,-0.5
1038,-7.0
1038,5.7
1038,3.1
1037,4.7
1037,4.4
1036,6.6
1036,-1.1
1036,-4.4
1036,5.8
1035,5.0
1035,4.2
1034,-4.9
1034,-2.5
1034,5.2
1033,-12.3
1033,3.6
1033,-7.4
1033,1.5
1033,3.9
1033,8.6
1032,3.5
1032,4.6
1032,7.7
1031,-15.5
1031,-15.5
1031,-15.4
1031,-14.6
1031,-14.5
1031,-14.3
1031,-14.3
1031,-14.0
1031,-13.9
1031,-13.5
1031,-13.3
1031,-12.8
1031,-12.6
1031,-12.2
1031,-12.2
1031,-12.0
1031,-11.9
1031,-11.6
1031,-1.7
1031,4.5
1031,2.4
1031,0.3
1030,-3.6
1029,-15.4
1029,-14.6
1029,-14.3
1029,-13.4
1029,-13.4
1029,-13.4
1029,-12.3
1029,-11.7
1029,-3.8
1029,-1.2
1029,6.3
1029,4.2
1029,3.5
1029,5.9
1028,3.9
1027,1.8
1026,3.6
1025,-23.9
1025,-17.1
1025,-16.8
1025,-16.3
1025,-15.6
1025,-15.5
1025,-15.1
1025,-15.0
1025,-14.9
1025,-14.8
1025,-14.6
1025,-12.2
1025,2.0
1025,3.7
1025,-1.4
1025,4.7
1025,-4.1
1024,-14.1
1024,-13.6
1024,-13.5
1024,-13.5
1024,-13.4
1024,-12.1
1024,-12.0
1024,-11.6
1024,-10.5
1024,-10.4
1024,-7.8
1024,-6.2
1024,-4.7
1024,2.6
1024,5.9
1024,2.7
1024,4.8
1023,2.7
1023,6.7
1023,-5.9
1023,4.0
1023,1.1
1023,3.4
1023,3.4
1022,0.5
1022,5.0
1020,1.8
1020,-1.3
1019,2.0
1019,-0.7
1019,1.8
1019,-3.6
1018,0.5
1018,1.9
1016,1.8
1016,-10.2
1016,-0.5
1016,-0.2
1016,-2.1
1015,-3.5
1015,-3.4
1015,4.6
1015,-9.7
1015,2.8
1014,4.9
1014,3.3
1014,-6.4
1014,8.0
1013,-10.0
1013,2.5
1012,-3.5
1012,2.9
1011,1.0
1010,6.2
1009,-5.7
1009,6.0
1008,1.5
1008,0.3
1007,3.2
1007,-3.5
1007,1.8
1007,-3.7
1006,3.5
1006,2.5
1005,-12.6
1004,1.9
1004,2.5
1004,-1.7
1003,2.6
1003,4.6
1002,-4.6
1001,3.6
1001,2.1
1001,-10.8
999,-2.0
999,5.1
999,5.0
998,-12.9
997,1.3
997,-0.8
996,0.5
996,6.9
996,-0.1
994,15.2
994,1.7
993,0.0
993,-6.0
993,-2.7
993,2.5
993,5.5
992,3.4
992,-1.0
991,-6.5
991,-1.0
991,1.5
990,3.2
989,2.2
989,-2.1
989,1.3
989,0.4
988,2.2
988,-0.7
988,2.4
988,-1.3
988,3.9
988,-1.6
987,-28.2
987,-20.1
987,-16.4
987,-15.7
987,-8.0
987,-7.6
987,-7.0
987,-6.8
987,-4.5
987,2.6
987,4.0
987,1.5
986,9.7
986,0.3
986,-8.9
986,3.1
986,1.9
986,0.1
985,11.5
985,1.1
985,0.1
985,4.4
985,1.1
985,4.2
984,-1.2
984,1.0
984,1.5
984,0.9
983,4.9
983,1.0
983,3.7
983,-7.3
982,2.4
982,-5.5
982,-40.4
981,12.0
981,6.2
981,-5.8
981,-4.7
981,-6.1
981,2.7
981,-2.3
979,11.0
979,-12.5
979,-11.9
979,-0.6
978,1.6
978,0.5
978,-14.1
977,4.0
976,-2.8
976,2.3
975,10.7
975,-6.8
975,-0.9
975,-2.3
975,4.5
974,1.8
974,1.5
973,1.8
972,4.3
972,-28.0
971,-4.6
971,-2.4
971,-11.5
970,1.3
970,1.4
970,0.1
969,0.9
968,-0.4
968,2.7
967,1.3
967,1.6
967,2.8
966,6.5
966,6.4
966,-1.7
966,5.5
966,-3.1
966,1.8
965,9.9
965,-3.1
964,-5.6
964,-2.2
964,2.6
964,-1.4
963,12.7
963,0.1
963,-3.1
962,-16.6
962,-5.6
962,2.4
962,-4.8
962,4.1
961,-2.4
960,-1.6
959,-12.6
959,-8.6
959,-3.2
959,-4.4
958,-14.5
958,1.5
957,0.2
957,1.0
957,1.0
956,-0.4
955,-11.7
955,1.1
955,0.5
954,-4.4
954,-3.7
954,2.5
954,-4.0
954,0.8
953,-1.6
952,11.3
952,-11.8
952,4.5
951,7.2
951,12.7
951,-5.3
951,-5.8
950,4.1
950,-2.7
950,-2.3
949,-8.6
948,-13.2
948,-2.8
948,2.5
948,-2.6
947,4.4
946,-4.8
946,3.6
945,-12.5
944,2.8
944,-7.3
944,-3.2
944,-4.6
944,-3.5
944,2.8
944,2.2
943,-1.9
943,-21.5
943,1.5
942,-2.0
942,-2.8
942,2.6
941,-15.7
941,-2.0
941,-0.4
940,-0.1
939,7.4
939,-15.7
939,-9.3
939,-15.8
939,-0.7
938,-1.3
938,-0.1
938,0.4
938,5.3
937,0.2
937,-1.5
936,-15.4
936,-24.9
935,-5.3
935,2.8
935,-2.3
934,1.6
933,-8.3
932,5.2
931,-10.8
930,-12.8
930,-14.7
930,-1.8
930,-2.1
930,-3.2
929,-15.2
929,2.8
928,0.3
927,6.0
926,-1.6
926,-2.9
926,-4.5
926,5.9
926,-8.6
925,8.0
924,-0.4
924,-3.4
924,-2.3
924,1.1
923,11.7
923,-10.2
923,1.5
923,2.7
923,0.1
922,3.2
921,-5.2
921,3.3
918,2.9
918,1.2
917,-4.2
917,-3.4
917,-3.7
916,3.1
915,-0.1
913,-17.8
912,10.1
912,6.4
912,-5.0
912,-1.0
912,-4.3
911,1.9
909,-2.5
909,-2.5
909,-1.3
907,-13.3
907,2.9
906,-13.7
906,-4.2
905,8.6
905,-0.8
905,2.9
904,-2.4
903,-14.9
903,-2.6
899,-11.8
899,6.8
898,0.2
898,-45.9
897,-14.9
895,-0.8
894,-2.6
893,-0.6
893,2.6
892,-9.4
892,-1.9
891,7.8
891,10.7
890,7.8
889,5.2
889,4.2
888,-1.9
887,-2.6
886,6.7
886,5.8
885,9.5
885,0.5
885,9.2
884,-5.4
883,10.2
881,-3.8
880,-1.8
880,-11.9
879,-15.1
879,0.9
878,-18.7
878,0.1
878,0.8
877,-15.5
877,-33.2
875,-1.4
874,-6.4
872,-14.9
872,5.8
872,8.7
870,0.6
870,-4.9
870,-3.1
869,1.4
869,1.0
869,-4.7
869,8.2
868,4.0
868,-7.1
867,12.5
866,-2.3
865,3.5
865,-4.6
864,-1.3
864,-2.5
863,6.5
862,9.5
861,-6.0
861,5.3
859,4.0
858,7.5
857,-3.0
856,-10.3
854,-0.3
853,12.8
853,2.3
849,8.9
849,7.9
847,-3.1
847,-0.6
846,13.1
845,14.3
845,12.8
845,-1.4
845,3.0
845,-46.5
844,11.6
844,11.1
844,8.4
841,2.3
840,-23.3
840,-16.7
840,-4.3
840,5.4
839,12.4
838,11.4
837,13.0
836,8.9
836,-6.0
836,-14.9
836,-1.0
835,10.8
835,11.5
835,12.0
835,11.7
834,11.5
834,-3.2
833,12.4
833,-4.3
831,5.4
831,-0.1
831,7.9
830,6.7
830,4.6
829,8.3
828,11.6
827,10.0
827,-8.6
827,-6.9
826,10.3
826,11.9
826,-2.1
825,12.1
825,11.6
825,9.2
824,6.4
824,9.4
824,12.6
824,11.2
824,12.1
824,3.1
824,13.7
824,-10.2
822,9.7
822,11.9
822,6.1
821,11.1
821,11.2
821,1.3
820,13.4
820,11.1
819,10.1
819,3.1
819,-3.6
818,11.5
818,-7.4
818,-5.6
817,-5.2
817,9.5
817,10.4
817,12.9
817,-9.2
816,5.6
816,-9.6
815,10.4
815,15.7
815,-10.8
815,-4.7
814,10.2
814,-7.6
813,12.5
813,10.9
813,9.6
813,-3.7
812,10.3
812,10.8
812,7.0
811,10.8
811,10.8
811,11.0
811,6.0
810,-1.9
809,9.8
809,10.6
809,-5.4
808,12.9
807,10.6
807,12.5
806,9.4
806,2.3
805,10.5
805,10.2
805,10.3
805,11.9
805,3.8
804,12.8
804,13.5
804,-11.2
804,-8.1
804,-20.0
804,-0.9
804,-6.5
803,10.4
803,9.9
803,9.4
803,12.2
803,6.6
802,10.1
802,12.4
802,13.3
802,-2.4
801,11.1
801,0.9
801,-7.9
800,17.9
799,10.3
799,-6.1
797,10.4
797,11.1
797,-34.0
794,-5.9
793,-14.8
791,9.6
791,-0.8
790,9.1
790,16.0
790,14.4
788,13.8
786,14.4
785,-6.6
785,-8.2
785,-12.0
784,-8.2
782,-20.8
781,10.8
780,-18.7
780,12.9
780,11.5
780,-10.8
778,10.9
778,8.8
778,-2.2
778,-7.4
778,-17.4
777,0.6
776,14.7
776,2.5
775,-21.9
775,13.7
775,16.0
775,13.0
775,6.2
773,0.1
773,-6.0
772,11.7
772,-9.2
772,3.2
771,11.0
771,9.0
771,0.6
770,10.8
770,10.6
770,-12.3
769,11.9
769,12.0
769,8.0
769,8.0
769,-11.3
768,9.4
768,10.5
768,-12.4
767,12.5
767,11.2
767,6.4
766,10.0
766,13.5
766,11.7
766,-5.8
766,11.2
766,-9.5
766,-6.5
765,12.2
765,11.0
765,8.8
765,3.1
764,9.8
764,8.7
764,12.4
764,18.9
764,0.2
763,12.4
762,11.0
762,11.6
762,7.1
762,9.8
762,8.6
761,13.9
761,11.5
761,8.6
761,7.9
761,-7.3
760,12.7
760,10.8
760,10.4
760,7.8
760,-7.8
759,11.3
759,10.0
759,10.4
759,-9.2
758,-20.9
758,13.0
758,10.8
758,10.2
758,9.3
758,-6.5
757,12.8
757,13.6
757,9.1
757,11.9
756,9.4
756,13.5
756,11.1
756,10.3
756,11.1
756,1.1
756,6.7
755,9.9
755,9.8
755,10.7
755,-10.5
754,9.5
754,9.0
754,10.4
754,13.2
754,11.8
754,-4.1
754,-5.0
753,9.6
753,8.9
753,10.6
753,14.2
753,12.0
753,-13.2
753,-6.9
753,-5.6
753,7.9
752,12.4
752,9.7
752,1.0
752,12.6
751,13.4
751,9.1
751,9.6
751,12.9
751,10.1
751,9.9
751,-7.6
751,-15.1
750,13.4
750,9.3
750,8.4
749,12.2
749,11.8
749,10.6
749,9.6
749,6.6
749,13.5
749,7.5
749,-6.1
749,-1.1
748,11.3
748,7.8
747,10.7
747,14.5
747,9.3
747,-6.2
747,9.8
747,-5.4
747,2.5
746,-2.9
746,-9.9
746,9.1
745,11.2
745,9.6
745,9.4
745,10.9
745,5.7
745,-9.4
745,3.7
745,6.4
744,10.8
744,9.1
743,-34.3
743,10.3
742,12.5
742,14.4
742,8.9
741,11.5
741,10.7
740,9.6
740,6.5
740,-3.3
740,-4.6
739,14.4
739,-17.9
738,-6.7
737,12.6
737,12.3
737,12.4
737,14.2
736,13.6
735,12.3
735,9.5
735,8.8
735,-2.5
735,-10.4
735,-13.7
734,14.6
734,-1.2
734,-11.5
733,14.7
733,-5.9
733,0.8
732,11.7
732,11.9
732,-9.5
731,9.8
731,14.5
731,12.5
731,12.9
730,13.2
730,12.8
728,11.7
728,12.6
728,-6.9
728,-9.2
727,5.6
726,13.3
726,11.0
726,4.2
725,-4.0
724,12.3
724,-12.5
724,-0.9
724,-5.5
723,15.1
723,-1.9
723,-2.4
722,12.6
722,-14.1
722,-6.6
722,6.1
721,13.4
721,-9.5
721,-6.1
720,14.4
720,14.9
720,-0.2
719,15.2
719,13.6
719,14.4
719,12.7
719,0.0
716,12.8
715,13.4
715,9.5
715,4.1
714,15.3
714,12.9
714,13.8
714,17.9
713,12.8
713,9.1
712,12.0
712,12.9
712,15.5
711,12.3
711,16.2
709,13.0
709,12.8
709,12.2
709,13.1
709,-5.4
709,4.9
708,-14.6
707,11.6
707,-1.2
706,-7.8
706,6.1
706,8.4
706,10.3
705,15.9
705,12.0
704,13.4
704,-6.4
704,9.1
703,15.9
703,12.4
703,-4.3
702,10.0
701,-29.8
700,13.2
700,8.8
700,-1.3
699,12.0
699,10.5
698,14.8
698,11.4
698,-1.6
697,13.3
697,12.0
697,-17.8
697,9.2
695,13.0
695,15.8
695,0.6
695,-1.1
691,-4.1
691,11.0
691,8.7
690,12.6
689,13.3
689,1.9
689,-14.0
687,0.2
687,10.5
686,8.3
686,0.5
686,1.3
686,-5.8
686,8.7
684,-6.1
684,-0.7
683,0.9
683,1.5
681,-6.4
680,14.9
679,14.0
679,-1.5
679,0.2
679,3.8
679,-0.1
678,1.4
678,-48.6
677,7.8
677,2.2
676,12.8
676,-1.3
676,10.4
675,-1.4
673,-4.2
673,-5.8
673,-7.6
672,14.5
672,1.4
671,-1.1
670,1.5
670,-13.5
669,-1.4
669,-4.1
668,11.4
668,10.7
668,-18.7
667,8.7
665,13.0
665,-6.8
665,4.1
664,11.9
664,2.4
663,9.3
663,1.3
662,17.3
662,2.1
661,12.0
661,-2.2
661,10.2
659,3.4
659,13.6
659,9.1
658,12.3
658,11.3
658,-10.5
658,-12.3
657,12.4
656,-7.3
656,-8.1
656,-5.7
655,11.9
655,11.7
654,0.8
654,-22.1
653,5.5
653,9.3
653,-17.4
652,10.4
652,2.6
652,9.8
651,11.5
650,10.4
650,-9.6
649,11.2
648,12.2
648,-3.3
647,2.5
647,0.9
646,-4.1
645,3.4
645,-7.7
643,-4.2
643,11.5
643,-9.3
642,0.3
642,-6.3
641,-5.4
640,13.6
640,6.6
640,4.5
640,-1.8
640,-29.1
640,0.6
639,4.7
638,-10.4
638,-12.6
638,-1.7
637,-17.0
637,0.4
636,13.3
636,-6.1
636,-7.0
636,-22.2
635,-0.2
633,-9.3
633,-3.6
632,7.8
632,-4.1
632,-27.5
631,-7.4
631,-1.8
631,3.8
630,1.3
630,-4.0
630,2.6
630,-45.7
629,5.5
628,8.9
628,-9.4
628,-2.9
627,7.0
626,-0.2
626,-11.3
626,-9.3
625,2.1
625,-0.6
625,-2.4
625,-21.8
624,2.2
624,-2.1
624,-2.3
624,2.6
624,-7.8
623,-2.9
623,-1.5
623,0.0
623,-6.6
623,8.8
623,-0.2
622,-1.1
622,-3.3
622,-0.8
622,-16.1
622,-12.6
621,-4.8
621,-5.2
621,-22.4
621,7.6
621,-20.5
620,-0.2
620,-0.1
620,7.8
620,-10.6
620,-21.0
619,1.3
619,10.0
619,-9.0
619,-12.1
618,3.3
618,-1.3
618,4.9
618,3.5
618,-4.7
618,-0.2
617,-16.8
617,1.8
617,3.1
617,1.6
617,7.3
617,-22.3
617,-13.4
616,-17.8
615,5.1
615,-1.6
615,-13.9
614,3.1
614,3.9
614,-1.3
614,-5.5
614,-2.9
614,0.0
614,-2.2
613,0.1
613,-0.7
613,6.4
613,6.9
612,0.4
612,-23.0
611,8.0
611,-7.7
611,-1.1
611,1.9
610,-1.7
610,3.8
610,1.9
610,-23.6
609,-0.9
609,-0.7
609,-2.7
609,-14.5
608,-4.2
608,0.2
608,-8.3
608,3.5
608,0.4
607,7.1
607,-6.1
607,-1.5
607,-6.1
607,-12.9
606,-22.1
606,-2.0
606,-1.7
605,-0.4
605,-16.9
605,-14.5
605,-2.2
605,6.4
605,-47.2
605,5.0
605,-1.4
604,-26.1
604,-2.3
604,2.2
604,9.0
604,7.0
604,-24.6
604,-29.1
603,10.9
603,-6.0
603,0.0
603,-8.3
603,-26.5
602,-18.5
602,-11.0
602,-12.8
602,-4.4
602,4.6
601,-3.6
600,-0.2
599,-0.4
599,3.5
599,-26.6
598,1.6
598,-17.8
598,-18.2
598,1.2
598,-21.5
597,-7.9
