Age,BIO_AllGenera,BIO_ExtinctionIntensity (%),BIO_OriginationIntensity(%),BIO_Difference_Cubic,BIO_Difference_Cycle62,SEA_Modern land sea level  (C = 176.6 106km2/km),TEM_GAT,TEM_dT,CO2_pCO2 (ppm),O2_Mid O2%,O2_Range_Normalized,SR_87Sr/86Sr Mean,SR_Range_Normalized,LIP_LIP_PDF,MAG_INT_mean,MAG_INT_std,ZIR_Count_PDF_d18O,ZIR_Interpolated_mean_d18O,ZIR_Count_PDF_Hf,ZIR_Interpolated_mean_Hf
252.0,0.06563123940242202,1.0,0.0,0.5068873780668046,0.5136477466810565,0.26345594931250044,0.8052103973161626,0.03262758704534173,1.0,1.0,0.9304845614280425,0.11025024690367548,0.9694344942962781,0.6000000000000001,0.008043853377619165,3.948097776843044e-05,0.010822524640954994,0.5783720571757168,0.5108107922849214,0.5854432490742711
251.95,0.06563123940242202,1.0,0.0,0.5069883732387427,0.5143330154971342,0.26345594931250044,0.8056566694556255,0.03204236947735292,1.0,0.9988717766023364,0.9318690727040347,0.11096997381871997,0.9346241240128311,0.6099999999999994,0.008298612658322978,3.25004517683203e-05,0.010930741030780207,0.5777453740531844,0.5159459290302507,0.5862693829391035
251.9,0.06563123940242202,1.0,0.0,0.5070893684106809,0.5150182843132117,0.26345594931250044,0.8061029415950884,0.031457151909363934,1.0,0.9977435532046736,0.9332535839800269,0.1116897007337644,0.8998137537293841,0.619999999999999,0.008553371939026791,2.5519925768210166e-05,0.011038957420605428,0.5771186909306519,0.5210810657755799,0.5870955168039358
251.85,0.06563123940242202,1.0,0.0,0.5071903635826189,0.5157035531292894,0.26345594931250044,0.8065492137345515,0.030871934341375126,1.0,0.9966153298070102,0.9346380952560193,0.11270103772928593,0.8680583654537698,0.6299999999999982,0.00882767167691139,2.543099335209729e-05,0.011147192261648006,0.5764920078587753,0.5262162025209092,0.5879216506947647
251.8,0.06563123940242202,1.0,0.0,0.5072913587545572,0.5163888219453671,0.26345594931250044,0.8069954858740146,0.030286716773386138,1.0,0.9954871064093472,0.9360226065320113,0.11371237472480746,0.8363029771781598,0.6399999999999976,0.009101971414795991,2.534206093598443e-05,0.011255427102690584,0.5758653247868986,0.5313513392662383,0.5887477845855935
251.75,0.06563123940242202,1.0,0.0,0.5073923539264953,0.5170740907614446,0.26345594931250044,0.8074417580134775,0.02970149920539733,1.0,0.9943588830116836,0.9374071178080036,0.11537657010945668,0.8211378594081254,0.65,0.009430475607122015,1.526628565625846e-05,0.011363625041298436,0.5752386416137105,0.5364865080423111,0.5895739184504261
251.7,0.06563123940242202,1.0,0.0,0.5074933490984334,0.5177593595775223,0.26345594931250044,0.8078880301529404,0.02911628163740852,1.0,0.9932306596140208,0.9387916290839958,0.11807046722300722,0.7830608551233941,0.6599999999999996,0.009810450946938326,7.63314282812923e-06,0.011471859882341015,0.5746119585418338,0.5416216447876404,0.5904000523152583
251.65,0.06563123940242202,1.0,0.0,0.5075943442703714,0.5184446283936,0.26345594931250044,0.8083343022924033,0.02853106406941953,1.0,0.9921024362163572,0.9401761403599881,0.12076436433655775,0.7449838508366134,0.6699999999999989,0.010190426286754638,0.0,0.011580094723383592,0.573985275469957,0.5467567815329696,0.5912261861800906
251.6,0.06563123940242202,1.0,0.0,0.5076953394423096,0.5191298972096775,0.26345594931250044,0.8087805744318664,0.027945846501430727,1.0,0.9909742128186942,0.9415606516359802,0.12455736029470996,0.7558479029605268,0.6799999999999984,0.010621074481208055,2.1714220156855795e-05,0.01168831111320881,0.5733585923474246,0.5518919182782989,0.5920523200449229
251.55,0.06563123940242202,1.0,0.0,0.5077963346142478,0.5198151660257552,0.26345594931250044,0.8092268465713293,0.027360628933441745,1.0,0.9898459894210307,0.9429451629119724,0.12835035625286215,0.7667119550844398,0.6899999999999977,0.011051722675661518,4.3428440313720867e-05,0.011796527503034029,0.5727319092248921,0.5570270550236279,0.5928784539097554
251.5,0.06563123940242202,1.0,0.0,0.5078973297861861,0.5205004348418327,0.26345594931250044,0.8096731187107922,0.026775411365452927,1.0,0.9887177660233674,0.9443296741879654,0.13289373132201804,0.9559164305398296,0.7,0.011528007227740208,0.00010284599291392344,0.011904762344076605,0.5721052261530155,0.5621621597382139,0.5937045878265808
